Date,Sex,Team/ athlete 1 / country,Team/ athlete 2/ country,Sport,Event,Result,Type of result,Position,Qualify?,Record?,
08/03/2012,M,Adrian Edward Zielinski,Poland,Weightlifting,Men's 85kg,385,points,1,,,
08/03/2012,M,Germany,,Sailing,49er - Men's Skiff - Race 10,1,points,1,,,
08/03/2012,M,Great Britain,,Sailing,Star - Men's Keelboat - Race 10,1,points,1,,,
08/03/2012,M,Finland,,Sailing,49er - Men's Skiff - Race 09,1,points,1,,,
08/03/2012,M,New Zealand,,Sailing,49er - Men's Skiff - Race 11,1,points,1,,,
08/03/2012,M,Brazil,,Sailing,Star - Men's Keelboat - Race 09,1,points,1,,,
08/03/2012,W,Netherlands,,Sailing,470 - Women's Two Person Dinghy - Race 01,1,points,1,,,
08/03/2012,M,Italy,,Sailing,470 - Men's Two Person Dinghy - Race 03,1,points,1,,,
08/03/2012,W,Great Britain,,Sailing,470 - Women's Two Person Dinghy - Race 02,1,points,1,,,
08/03/2012,M,Australia,,Sailing,470 - Men's Two Person Dinghy - Race 04,1,points,1,,,
08/03/2012,W,Australia,,Swimming,Women's 4x100m Medley Relay Heats,03:55.4,time,1,,,
08/03/2012,M,United States,,Swimming,Men's 4 x 100m Medley Relay Heats,03:32.6,time,1,,,
08/03/2012,M,Great Britain,,Cycling Track,Men's Team Pursuit Finals - Gold,03:51.7,time,1,,OR,
08/03/2012,W,Victoria Pendleton (Gbr),,Cycling Track,Women's Keirin Finals 1-6,10.965,time,1,,,
08/03/2012,M,Germany,,Rowing,Men's Quadruple Sculls Final A,05:42.5,time,1,,,
08/03/2012,M,France,,Rowing,Lightweight Men's Four Final B,06:08.4,time,1,,,
08/03/2012,W,Great Britain,,Rowing,Women's Pair Final A,07:27.1,time,1,,,
08/03/2012,M,Germany,,Rowing,Men's Pair Final B,06:49.9,time,1,,,
08/03/2012,W,China,,Rowing,Women's Pair Final B,07:55.2,time,1,,,
08/03/2012,M,New Zealand,,Rowing,Men's Quadruple Sculls Final B,05:58.9,time,1,,,
08/03/2012,W,Great Britain,,Rowing,Women's Double Sculls Final A,06:55.8,time,1,,,
08/03/2012,W,Ukraine,,Rowing,Women's Quadruple Sculls Final A,06:35.9,time,1,,,
08/03/2012,M,Germany,,Rowing,Men's Eight Final A,05:48.8,time,1,,,
08/03/2012,M,Poland,,Rowing,Men's Eight Final B,05:57.7,time,1,,,
08/03/2012,W,Czech Republic,,Rowing,Women's Double Sculls Final B,07:24.9,time,1,,,
08/03/2012,M,Norway,,Rowing,Men's Double Sculls Final B,06:20.8,time,1,,,
08/03/2012,M,New Zealand,,Rowing,Men's Double Sculls Final A,06:31.7,time,1,,,
08/03/2012,W,New Zealand,,Rowing,Women's Quadruple Sculls Final B,06:56.5,time,1,,,
08/03/2012,W,United States,,Rowing,Women's Eight Final A,06:10.6,time,1,,,
08/03/2012,M,South Africa,,Rowing,Lightweight Men's Four Final A,06:02.8,time,1,,,
08/03/2012,M,New Zealand,,Rowing,Men's Pair Final A,06:16.6,time,1,,,
08/03/2012,*,Great Britain,,Equestrian,Dressage Team,79.407,points,1,,,
08/03/2012,*,Great Britain,,Equestrian,Dressage Team Grand Prix,79.407,points,1,,,
08/03/2012,W,"Xuerui Li, China","Xin Wang, China",Badminton,Women's Singles Semi-Final,2-0 (22-20 21-18),score,,,,
08/03/2012,W,"Serena Williams, United States","Victoria Azarenka, Belarus",Tennis,Women's Singles Semi-final,(6-1 6-2),score,,,,
08/03/2012,M,"Roger Federer, Swi","Juan Martin Del Potro, Argentina",Tennis,Men's Singles Semi-final,(3-6 7-6 19-17),score,,,,
08/03/2012,M,"Dan Lin, China","Hyun Il Lee, Korea, Republic Of",Badminton,Men's Singles Semi-Final,2-0 (21-12 21-10),score,,,,
08/03/2012,M,Yong Lu,China,Weightlifting,Men's 85kg,DNF,points,,,,
08/03/2012,M,Wannes Van Laer,Belgium,Sailing,Laser - Men's One Person Dinghy - Race 08,B/F Disqualification,points,,,,
08/03/2012,M,Victor Garcia,Spa,Athletics,Men's 3000m Steeplechase rd 1,DNF,metres,,,,
08/03/2012,M,Victor Garcia,Spa,Athletics,Men's 3000m Steeplechase rd 1 - Heat 3,DNF,metres,,,,
08/03/2012,M,Takayuki Kishimoto,Japan,Athletics,Men's 400m Hurdles rd 1 - Heat 1,DQ,metres,,,,
08/03/2012,M,Takayuki Kishimoto,Japan,Athletics,Men's 400m Hurdles rd 1,DQ,metres,,,,
08/03/2012,M,Sourab Moradi,"Iran, Islamic Republic Of",Weightlifting,Men's 85kg,DNF,points,,,,
08/03/2012,W,Shaunae Miller,Bahamas,Athletics,Women's 400m rd 1,DNF,metres,,,,
08/03/2012,W,Shaunae Miller,Bahamas,Athletics,Women's 400m rd 1 - Heat 2,DNF,metres,,,,
08/03/2012,W,Sara Aerts,Belgium,Athletics,Women's Heptathlon 200m - Heat 5,DNF,metres,,,,
08/03/2012,M,Russian Fed.,United States,Fencing,Men's Sabre Team Quarter-final Quarter-final 1,45-33,score,,,,
08/03/2012,M,Pawel Fajdek,Poland,Athletics,Men's Hammer Throw Qualifying rd - Group B,NM,metres,,,,
08/03/2012,M,Pawel Fajdek,Poland,Athletics,Men's Hammer Throw Qualifying Rounds,NM,metres,,,,
08/03/2012,M,"Nordine Oubaali, France","Raushee Warren, US",Boxing,Men's Fly (52kg) rd of 16,19-18,points,,,,
08/03/2012,W,Noor Hussain Al-Malki,Qatar,Athletics,Women's 100m Preliminary rd - Heat 3,DNF,metres,,,,
08/03/2012,W,Noor Hussain Al-Malki,Qatar,Athletics,Women's 100m Preliminaries,DNF,metres,,,,
08/03/2012,M,Nenad Bedik,Srb,Rowing,Men's Pair Final B,DNS,time,,,,
08/03/2012,W,Nathalie Brugger,Swi,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,B/F Disqualification,points,,,,
08/03/2012,W,Nadezda Evstyukhina,Russian Federation,Weightlifting,Women's 75kg,DNF,points,,,,
08/03/2012,M,Matias Del Solar,Chile,Sailing,Laser - Men's One Person Dinghy - Race 07,B/F Disqualification,points,,,,
08/03/2012,W,Margaret Simpson,Ghana,Athletics,Women's Heptathlon 200m - Heat 1,DNS,metres,,,,
08/03/2012,W,Margaret Simpson,Ghana,Athletics,Women's Heptathlon High Jump - Group B,DNS,metres,,,,
08/03/2012,W,Margaret Simpson,Ghana,Athletics,Women's Heptathlon Shot Put - Group B,DNS,metres,,,,
08/03/2012,W,Margaret Simpson,Ghana,Athletics,Women's Heptathlon 100m Hurdles,DNS,metres,,,,
08/03/2012,W,Margaret Simpson,Ghana,Athletics,Women's Heptathlon,,metres,,,,
08/03/2012,W,Margaret Simpson,Ghana,Athletics,Women's Heptathlon High Jump,DNS,metres,,,,
08/03/2012,W,Margaret Simpson,Ghana,Athletics,Women's Heptathlon Shot Put,DNS,metres,,,,
08/03/2012,W,Margaret Simpson,Ghana,Athletics,Women's Heptathlon 100m Hurdles - Heat 2,DNS,metres,,,,
08/03/2012,M,Mansur Rejepov,Turkmenistan,Weightlifting,Men's 85kg,DNF,points,,,,
08/03/2012,M,Luis Felipe Meliz,Spa,Athletics,Men's Long Jump Qualifying rd - Group B,NM,metres,,,,
08/03/2012,M,Luis Felipe Meliz,Spa,Athletics,Men's Long Jump Qualifying Rounds,NM,metres,,,,
08/03/2012,M,Lankantien Lamboni,Togo,Athletics,Men's 400m Hurdles rd 1 - Heat 3,DQ,metres,,,,
08/03/2012,M,Lankantien Lamboni,Togo,Athletics,Men's 400m Hurdles rd 1,DQ,metres,,,,
08/03/2012,W,Kseniya Dziatsuk,Belarus,Athletics,Women's Triple Jump Qualifying Rounds,NM,metres,,,,
08/03/2012,W,Kseniya Dziatsuk,Belarus,Athletics,Women's Triple Jump Qualifying rd - Group A,NM,metres,,,,
08/03/2012,M,Kristian Ruth,Norway,Sailing,Laser - Men's One Person Dinghy - Race 07,DNF,points,,,,
08/03/2012,W,Kineke Alexander,Saint Vincent and The Grenadines,Athletics,Women's 400m rd 1 - Heat 6,DNF,metres,,,,
08/03/2012,W,Kineke Alexander,Saint Vincent and The Grenadines,Athletics,Women's 400m rd 1,DNF,metres,,,,
08/03/2012,M,Kenneth Jurkowski,United States,Rowing,Men's Single Sculls Final D,DNS,time,,,,
08/03/2012,M,Karlo Hmeljak,Slovenia,Sailing,Laser - Men's One Person Dinghy - Race 07,DNF,points,,,,
08/03/2012,M,Kariem Hussein,Swi,Athletics,Men's 400m Hurdles rd 1 - Heat 2,DNS,metres,,,,
08/03/2012,M,Kariem Hussein,Swi,Athletics,Men's 400m Hurdles rd 1,DNS,metres,,,,
08/03/2012,W,Kanika Beckles,Grenada,Athletics,Women's 400m rd 1 - Heat 5,DNS,metres,,,,
08/03/2012,W,Kanika Beckles,Grenada,Athletics,Women's 400m rd 1,DNS,metres,,,,
08/03/2012,M,Justin Rodhe,Canada,Athletics,Men's Shot Put Qualifying rd - Group A,NM,metres,,,,
08/03/2012,M,Justin Rodhe,Canada,Athletics,Men's Shot Put Qualifying Rounds,NM,metres,,,,
08/03/2012,M,Jun Zhang,China,Athletics,Men's Shot Put Qualifying rd - Group B,NM,metres,,,,
08/03/2012,M,Jun Zhang,China,Athletics,Men's Shot Put Qualifying Rounds,NM,metres,,,,
08/03/2012,M,Julio Alsogaray,Argentina,Sailing,Laser - Men's One Person Dinghy - Race 08,B/F Disqualification,points,,,,
08/03/2012,W,Joyce Chepkirui,Kenya,Athletics,"Women's 10,000m Final",DNF,metres,,,,
08/03/2012,M,Jin Hyek Oh (Kor),Xiaoxiang Dai (Chn),Archery,Men's Individual Semi-final 158,06-May,points,,,,
08/03/2012,M,Jin Hyek Oh (Kor),Viktor Ruban (Ukr),Archery,Men's Individual Quarter-final 155,07-Jan,points,,,,
08/03/2012,W,Jian Tan,China,Athletics,Women's Discus Throw Qualifying rd - Group B,NM,metres,,,,
08/03/2012,W,Jennifer Padilla,Colombia,Athletics,Women's 400m rd 1 - Heat 7,DQ,metres,,,,
08/03/2012,W,Jennifer Padilla,Colombia,Athletics,Women's 400m rd 1,DQ,metres,,,,
08/03/2012,M,James Steacy,Canada,Athletics,Men's Hammer Throw Qualifying rd - Group B,NM,metres,,,,
08/03/2012,M,James Steacy,Canada,Athletics,Men's Hammer Throw Qualifying Rounds,NM,metres,,,,
08/03/2012,*,Jacqueline Brooks,Canada,Equestrian,Dressage Team Grand Prix,Eliminated,points,,,,
08/03/2012,M,Italy,United States,Beach Volleyball,Men's rd of 16 - Match 46,2-0,points,,,,
08/03/2012,M,Irving Saladino,Panama,Athletics,Men's Long Jump Qualifying rd - Group B,NM,metres,,,,
08/03/2012,M,Irving Saladino,Panama,Athletics,Men's Long Jump Qualifying Rounds,NM,metres,,,,
08/03/2012,M,Gabriel Sincraian,Rou,Weightlifting,Men's 85kg,DNF,points,,,,
08/03/2012,W,Evelyn Verraszto,Hungary,Swimming,Women's 4x100m Medley Relay Heats,DQ,time,,,,
08/03/2012,W,Eszter Dara,Hungary,Swimming,Women's 50m Freestyle Heats,DNS,time,,,,
08/03/2012,W,Eszter Dara,Hungary,Swimming,Women's 50m Freestyle - Heat 6,DNS,time,,,,
08/03/2012,M,Emmanuel Dyen,France,Sailing,49er - Men's Skiff - Race 10,On Course Side,points,,,,
08/03/2012,M,Emilios Papathanasiou,Greece,Sailing,Star - Men's Keelboat - Race 09,On Course Side,points,,,,
08/03/2012,*,David Marcus,Canada,Equestrian,Dressage Individual Grand Prix,Eliminated,points,,,,
08/03/2012,W,Czech Republic,United States,Tennis,Women's Doubles Semi-final,6-1 7-6,score,,,,
08/03/2012,W,Cristina Bujin,Rou,Athletics,Women's Triple Jump Qualifying Rounds,NM,metres,,,,
08/03/2012,W,Cristina Bujin,Rou,Athletics,Women's Triple Jump Qualifying rd - Group A,NM,metres,,,,
08/03/2012,M,Birhan Getahun,Ethiopia,Athletics,Men's 3000m Steeplechase rd 1 - Heat 2,DNF,metres,,,,
08/03/2012,M,Birhan Getahun,Ethiopia,Athletics,Men's 3000m Steeplechase rd 1,DNF,metres,,,,
08/03/2012,M,Benjamin Didier Hennequin,France,Weightlifting,Men's 85kg,DNF,points,,,,
08/03/2012,M,Belarus,United States,Fencing,Men's Sabre Team Placement 7-8,45-35,score,,,,
08/03/2012,M,Artem Rubanko,Ukraine,Athletics,Men's Hammer Throw Qualifying Rounds,NM,metres,,,,
08/03/2012,M,Artem Rubanko,Ukraine,Athletics,Men's Hammer Throw Qualifying rd - Group B,NM,metres,,,,
08/03/2012,M,Ara Khachatryan,Armenia,Weightlifting,Men's 85kg,DNF,points,,,,
08/03/2012,M,Andriy Semenov,Ukraine,Athletics,Men's Shot Put Qualifying Rounds,NM,metres,,,,
08/03/2012,M,Andriy Semenov,Ukraine,Athletics,Men's Shot Put Qualifying rd - Group B,NM,metres,,,,
08/03/2012,M,Andrei Rybakou,Belarus,Weightlifting,Men's 85kg,DNF,points,,,,
08/03/2012,M,Amine Laalou,Morocco,Athletics,Men's 1500m rd 1 - Heat 2,DNS,metres,,,,
08/03/2012,M,Amine Laalou,Morocco,Athletics,Men's 1500m rd 1,DNS,metres,,,,
08/03/2012,M,Alexander Mikhaylin,"Rafael Silva, Brazil",Judo,Men's +100 kg Quarter-final,01-Jan,points,,,,
08/03/2012,M,Akihiko Nakamura,Japan,Athletics,Men's 400m Hurdles rd 1 - Heat 2,DQ,metres,,,,
08/03/2012,M,Akihiko Nakamura,Japan,Athletics,Men's 400m Hurdles rd 1,DQ,metres,,,,
08/03/2012,W,Aiga Grabuste,Latvia,Athletics,Women's Heptathlon 200m - Heat 3,DNS,metres,,,,
08/03/2012,W,Aiga Grabuste,Latvia,Athletics,Women's Heptathlon,,metres,,,,
08/03/2012,W,Adriana Kostiw,Brazil,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,B/F Disqualification,points,,,,
08/03/2012,M,Spain,South Africa,Hockey,Men's Pool MA Match M16,03-Feb,score,,,,
08/03/2012,M,Italy,Russian Fed.,Fencing,Men's Sabre Team Bronze Medal Match,45-40,score,,,,
08/03/2012,M,Romania,Russian Fed.,Fencing,Men's Sabre Team Semi-final Semi-final 1,45-43,score,,,,
08/03/2012,M,Korea,Romania,Fencing,Men's Sabre Team Gold Medal Match,45-26,score,,,,
08/03/2012,M,Great Britain,Pakistan,Hockey,Men's Pool MA Match M15,04-Jan,score,,,,
08/03/2012,M,Netherlands,New Zealand,Hockey,Men's Pool MB Match M14,05-Jan,score,,,,
08/03/2012,M,Belgium,Korea,Hockey,Men's Pool MB Match M18,02-Jan,score,,,,
08/03/2012,*,Germany,Italy,Tennis,Mixed Doubles Quarter-final,4-6 7-6 1-0,score,,,,
08/03/2012,M,Korea,Italy,Fencing,Men's Sabre Team Semi-final Semi-final 2,45-37,score,,,,
08/03/2012,*,Denmark,Indonesia,Badminton,Mixed Doubles Bronze Medal Match,2-0 (21-12 21-12),score,,,,
08/03/2012,M,Germany,India,Hockey,Men's Pool MB Match M17,05-Feb,score,,,,
08/03/2012,W,Italy,Great Britain,Water Polo,Women's Preliminary rd - Group B,10-May,score,,,,
08/03/2012,W,France,Great Britain,Basketball,Women's Preliminary rd Group B,80-77,score,,,,
08/03/2012,M,Korea,Germany,Fencing,Men's Sabre Team Quarter-final Quarter-final 3,45-38,score,,,,
08/03/2012,M,United States,France,Tennis,Men's Doubles Semi-final,6-4 6-4,score,,,,
08/03/2012,W,United States,China,Water Polo,Women's Preliminary rd - Group A,07-Jun,score,,,,
08/03/2012,*,China,China,Badminton,Mixed Doubles Gold Medal Match,2-0 (21-11 21-17),score,,,,
08/03/2012,W,Turkey,China,Basketball,Women's Preliminary rd Group A,82-55,score,,,,
08/03/2012,M,Romania,China,Fencing,Men's Sabre Team Quarter-final Quarter-final 2,45-30,score,,,,
08/03/2012,M,Germany,China,Fencing,Men's Sabre Team Placement 5-6,45-30,score,,,,
08/03/2012,M,Hong Kong,Brazil,Table Tennis,Men's Team 1st rd,3-0,score,,,,
08/03/2012,M,Germany,Belarus,Fencing,Men's Sabre Team Classification 5-8,45-40,score,,,,
08/03/2012,M,Italy,Belarus,Fencing,Men's Sabre Team Quarter-final Quarter-final 4,45-44,score,,,,
08/03/2012,W,Hong Kong,Austria,Table Tennis,Women's Team 1st rd,03-Jan,score,,,,
08/03/2012,M,Australia,Argentina,Hockey,Men's Pool MA Match M13,02-Feb,score,,,,
08/03/2012,M,Xiaoxiang Dai (Chn),Taylor Worth (Aus),Archery,Men's Individual 1/8 Eliminations 151,06-May,points,,,,
08/03/2012,M,Jin Hyek Oh (Kor),Takaharu Furukawa (Jpn),Archery,Men's Individual Gold Medal Match,07-Jan,points,,,,
08/03/2012,W,United States,Switzerland,Beach Volleyball,Women's rd of 16 - Match 42,2-0,points,,,,
08/03/2012,M,Poland,Switzerland,Beach Volleyball,Men's rd of 16 - Match 40,2-0,points,,,,
08/03/2012,W,Spain,Sweden,Handball,Women's Preliminaries Group B - Match 22,25-24,points,,,,
08/03/2012,M,Brazil,Spain,Beach Volleyball,Men's rd of 16 - Match 44,2-0,points,,,,
08/03/2012,W,United States,Serbia,Volleyball,Women's Preliminary - Pool B Match 22,3-0,points,,,,
08/03/2012,W,Austria,Russian Fed.,Beach Volleyball,Women's rd of 16 - Match 46,02-Jan,points,,,,
08/03/2012,M,Takaharu Furukawa (Jpn),Rick Van Der Ven (Ned),Archery,Men's Individual Semi-final 157,06-May,points,,,,
08/03/2012,M,Xiaoxiang Dai (Chn),Rick Van Der Ven (Ned),Archery,Men's Individual Bronze Medal Match,06-May,points,,,,
08/03/2012,M,Jin Hyek Oh (Kor),Rafal Dobrowolski (Pol),Archery,Men's Individual 1/8 Eliminations 149,6-0,points,,,,
08/03/2012,M,Latvia,Norway,Beach Volleyball,Men's rd of 16 - Match 41,2-0,points,,,,
08/03/2012,W,Brazil,Netherlands,Beach Volleyball,Women's rd of 16 - Match 39,2-0,points,,,,
08/03/2012,W,Croatia,Montenegro,Handball,Women's Preliminaries Group A - Match 21,27-26,points,,,,
08/03/2012,M,Cheng-Wei Kuo (Tpe),Markiyan Ivashko (Ukr),Archery,Men's Individual 1/8 Eliminations 146,6-0,points,,,,
08/03/2012,M,Khairul Anuar Mohamad (Mas),Larry Godfrey (Gbr),Archery,Men's Individual 1/8 Eliminations 148,06-May,points,,,,
08/03/2012,W,Turkey,Korea,Volleyball,Women's Preliminary - Pool B Match 20,03-Feb,points,,,,
08/03/2012,W,France,Korea,Handball,Women's Preliminaries Group B - Match 20,24-21,points,,,,
08/03/2012,M,Takaharu Furukawa (Jpn),Khairul Anuar Mohamad (Mas),Archery,Men's Individual Quarter-final 154,06-Feb,points,,,,
08/03/2012,W,Russian Fed.,Japan,Volleyball,Women's Preliminary - Pool A Match 21,03-Jan,points,,,,
08/03/2012,W,Dominican Rep.,Great Britain,Volleyball,Women's Preliminary - Pool A Match 23,3-0,points,,,,
08/03/2012,W,Angola,Great Britain,Handball,Women's Preliminaries Group A - Match 19,31-25,points,,,,
08/03/2012,W,Germany,Germany,Beach Volleyball,Women's rd of 16 - Match 40,2-0,points,,,,
08/03/2012,M,Viktor Ruban (Ukr),Gael Prevost (Fra),Archery,Men's Individual 1/8 Eliminations 150,06-Apr,points,,,,
08/03/2012,M,Rick Van Der Ven (Ned),Dong Hyun Im (Kor),Archery,Men's Individual 1/8 Eliminations 145,07-Jan,points,,,,
08/03/2012,W,Norway,Denmark,Handball,Women's Preliminaries Group B - Match 24,24-23,points,,,,
08/03/2012,M,Bubmin Kim (Kor),Dan Olaru (Mol),Archery,Men's Individual 1/8 Eliminations 152,07-Jan,points,,,,
08/03/2012,M,Germany,Czech Republic,Beach Volleyball,Men's Lucky Loser - Match 37,02-Jan,points,,,,
08/03/2012,W,Brazil,China,Volleyball,Women's Preliminary - Pool B Match 19,03-Feb,points,,,,
08/03/2012,M,Rick Van Der Ven (Ned),Cheng-Wei Kuo (Tpe),Archery,Men's Individual Quarter-final 153,6-0,points,,,,
08/03/2012,M,Xiaoxiang Dai (Chn),Bubmin Kim (Kor),Archery,Men's Individual Quarter-final 156,06-May,points,,,,
08/03/2012,W,Russian Fed.,Brazil,Handball,Women's Preliminaries Group A - Match 23,31-27,points,,,,
08/03/2012,M,Takaharu Furukawa (Jpn),Baard Nesteng (Nor),Archery,Men's Individual 1/8 Eliminations 147,06-Feb,points,,,,
08/03/2012,W,Italy,Algeria,Volleyball,Women's Preliminary - Pool A Match 24,3-0,points,,,,
08/03/2012,W,France,Sweden,Football,Women's Q/Final - Match 21 - E2 vs F2,02-Jan,goals,,,,
08/03/2012,W,United States,New Zealand,Football,Women's Q/Final - Match 20 - G1 vs E3/F3,2-0,goals,,,,
08/03/2012,W,Canada,Great Britain,Football,Women's Q/Final - Match 19 - F1 vs G2,2-0,goals,,,,
08/03/2012,W,Japan,Brazil,Football,Women's Q/Final - Match 22 - E1 vs F3/G3,2-0,goals,,,,
08/03/2012,*,,,Equestrian,Dressage Team,,points,,,,
08/04/2012,M,Vincenzo Mangiacapre,Italy,Gyula Kate,Hungary,Boxing,Men's Light Welter (64kg) rd of 16,20-14,points,,
08/04/2012,M,Devendro Singh Laishram,India,Serdamba Purevdorj,Mongolia,Boxing,Men's Light Fly (49kg) rd of 16,16-Nov,points,,
08/04/2012,M,Errol Spence,United States,Krishan Vikas,India,Boxing,Men's Welter (69kg) rd of 16,15-13,points,,
08/04/2012,*,Matt Williams,Australia,Equestrian,Jumping Individual 1st Qualifier,42,points,72,,,
08/04/2012,*,Lisen Fredricson,Sweden,Equestrian,Jumping Individual 1st Qualifier,42,points,72,,,
08/04/2012,*,Elizabeth Madden,United States,Equestrian,Jumping Individual 1st Qualifier,42,points,72,,,
08/04/2012,*,Carlos Motta Ribas,Brazil,Equestrian,Jumping Individual 1st Qualifier,42,points,72,,,
08/04/2012,*,Reiko Takeda,Japan,Equestrian,Jumping Individual 1st Qualifier,22,points,71,,,
08/04/2012,*,Aleksandr Onishchenko,Ukraine,Equestrian,Jumping Individual 1st Qualifier,18,points,70,,,
08/04/2012,*,Christian Ahlmann,Germany,Equestrian,Jumping Individual 1st Qualifier,15,points,69,,,
08/04/2012,*,Jaime Azcarraga,Mexico,Equestrian,Jumping Individual 1st Qualifier,12,points,67,,,
08/04/2012,*,Ibrahim Hani Bisharat,Jordan,Equestrian,Jumping Individual 1st Qualifier,12,points,67,,,
08/04/2012,*,Vladimir Tuganov,Russian Federation,Equestrian,Jumping Individual 1st Qualifier,10,points,65,,,
08/04/2012,*,Peter Charles,United Kingdom,Equestrian,Jumping Individual 1st Qualifier,10,points,65,,,
08/04/2012,*,Alejandro Madorno,Argentina,Equestrian,Jumping Individual 1st Qualifier,9,points,64,,,
08/04/2012,*,Tiffany Foster,Canada,Equestrian,Jumping Individual 1st Qualifier,8,points,60,,,
08/04/2012,*,Samuel Parot,Chile,Equestrian,Jumping Individual 1st Qualifier,8,points,60,,,
08/04/2012,*,Pius Schwizer,Swi,Equestrian,Jumping Individual 1st Qualifier,8,points,60,,,
08/04/2012,*,Luciana Diniz,Portugal,Equestrian,Jumping Individual 1st Qualifier,8,points,60,,,
08/04/2012,*,Tomas Couve Correa,Chile,Equestrian,Jumping Individual 1st Qualifier,6,points,58,,,
08/04/2012,*,Abdullah Waleed Sharbatly,Saudi Arabia,Equestrian,Jumping Individual 1st Qualifier,6,points,58,,,
08/04/2012,M,Devilert Arsene Kimbembe,Congo,Athletics,Men's 100m rd 1,10.94,metres,54,,,
08/04/2012,*,Rodrigo Carrasco,Chile,Equestrian,Jumping Individual 1st Qualifier,5,points,53,,,
08/04/2012,*,Karim El Zoghby,Egypt,Equestrian,Jumping Individual 1st Qualifier,5,points,53,,,
08/04/2012,*,Jill Henselwood,Canada,Equestrian,Jumping Individual 1st Qualifier,5,points,53,,,
08/04/2012,*,Jamal Rahimov,Azerbaijan,Equestrian,Jumping Individual 1st Qualifier,5,points,53,,,
08/04/2012,M,Fernando Lumain,Indonesia,Athletics,Men's 100m rd 1,10.9,metres,53,,,
08/04/2012,*,Federico Fernandez,Mexico,Equestrian,Jumping Individual 1st Qualifier,5,points,53,,,
08/04/2012,W,Paula Findlay,Canada,Triathlon,Women's Final,12:09.0,time,52,,,
08/04/2012,M,Azneem Ahmed,Maldives,Athletics,Men's 100m rd 1,10.84,metres,52,,,
08/04/2012,W,Zsofia Kovacs,Hungary,Triathlon,Women's Final,10:39.0,time,51,,,
08/04/2012,M,Holder Da Silva,Guinea-Bissau,Athletics,Men's 100m rd 1,10.71,metres,51,,,
08/04/2012,W,Yi Zhang,China,Triathlon,Women's Final,10:01.0,time,50,,,
08/04/2012,M,Foo Ee Yeo,Singapore,Athletics,Men's 100m rd 1,10.69,metres,50,,,
08/04/2012,M,Ilia Ignatev,Kir,Sailing,Laser Men's,373,points,49,,,
08/04/2012,M,Ilia Ignatev,Kir,Sailing,Laser - Men's One Person Dinghy - Race 10,49,points,49,,,
08/04/2012,W,Elizabeth Bravo Iniguez,Ecuador,Triathlon,Women's Final,10:00.0,time,49,,,
08/04/2012,M,Youssef Akrout,Tunisia,Sailing,Laser - Men's One Person Dinghy - Race 10,48,points,48,,,
08/04/2012,M,Predrag Filipovic,Srb,Athletics,Men's 20km Race Walk,1:27:22,metres,48,,,
08/04/2012,M,Paul Williams,Grenada,Athletics,Men's 100m rd 1,10.65,metres,48,,,
08/04/2012,W,Lisa Perterer,Austria,Triathlon,Women's Final,09:12.0,time,48,,,
08/04/2012,M,Keerati Bualong,Thailand,Sailing,Laser Men's,357,points,48,,,
08/04/2012,M,Artur Bruno Rojas,"Bolivia, Plurinational State Of",Athletics,Men's 100m rd 1,10.65,metres,48,,,
